ID,Class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
818,0,24,1,V4,3,V4,24,V0,7813,3,V4,V1,yes,6396,V3,1,V4,F,V2,V4,38,T,0,V2,1,V1,81995,V2,,,7813,V2,V3
819,1,36,1,V4,4,V1,36,V0,9629,4,V3,V1,yes,4000,V3,1,V1,F,V4,V4,24,T,0,V2,2,V1,14415,V4,,,9629,V2,V3
820,0,24,1,V1,3,V4,24,V1,1473,4,V3,V1,yes,5643,V3,1,V4,F,V2,V2,33,T,0,V2,1,V0,54428,V2,,,1473,V2,V4
821,0,33,1,V4,2,V4,33,V0,2763,2,V3,V1,yes,6525,V3,1,V4,F,V3,V3,25,T,0,V2,2,V9,37480,V3,,,2763,V2,V2
822,1,12,2,V1,1,V1,12,V0,2578,4,V2,V1,yes,5972,V3,1,V1,F,V2,V2,32,T,0,V2,1,V0,4874,V2,,,2578,V1,V3
823,0,24,1,V3,4,V4,24,V0,3757,4,V3,V2,yes,4359,V3,1,V4,F,V2,V5,61,T,0,V3,1,V0,1125,V2,,,3757,V2,V2
824,0,35,1,V4,2,V4,35,V0,2613,4,V3,V1,yes,5994,V3,1,V4,F,V5,V3,27,T,0,V2,2,V5,100665,V5,,,2613,V1,V3
825,0,9,1,V4,2,V2,9,V0,1521,4,V2,V1,yes,4943,V3,1,V2,F,V2,V3,30,T,0,V2,1,V2,30491,V2,,,1521,V1,V1
826,0,24,1,V4,3,V4,24,V0,2346,4,V3,V1,yes,5301,V3,1,V4,F,V4,V4,34,T,0,V2,2,V1,29056,V4,,,2346,V2,V3
827,1,12,1,V1,1,V3,12,V0,608,4,V1,V1,yes,5050,V3,1,V3,F,V1,V2,25,T,0,V2,1,V9,7464,V1,,,608,V1,V2
828,0,24,1,V4,2,V4,24,V0,1850,4,V3,V3,yes,6589,V3,1,V4,F,V4,V4,32,T,0,V2,2,V3,30098,V4,,,1850,V2,V4
829,0,35,1,V2,4,V4,35,V2,909,4,V3,V1,yes,4385,V3,1,V4,F,V2,V5,36,T,0,V2,1,V0,22156,V2,,,909,V1,V3
830,1,17,2,V3,4,V1,17,V0,1441,4,V2,V1,yes,4698,V3,1,V1,F,V1,V4,31,T,0,V3,2,V0,17837,V1,,,1441,V1,V3
831,0,23,1,V1,2,V4,23,V0,1393,2,V3,V3,yes,4295,V3,1,V4,F,V2,V3,30,T,0,V2,1,V0,12097,V2,,,1393,V2,V3
832,1,24,1,V3,4,V2,24,V0,1837,4,V2,V1,yes,6485,V1,1,V2,F,V1,V4,33,T,0,V3,1,V6,4027,V1,,,1837,V1,V2
833,0,14,1,V2,4,V1,14,V0,3642,1,V2,V1,yes,5842,V3,1,V1,F,V3,V5,27,T,0,V2,2,V2,42670,V3,,,3642,V1,V2
834,0,19,1,V2,4,V1,19,V0,4271,1,V3,V1,yes,7574,V3,1,V1,F,V4,V5,23,T,0,V2,2,V2,10195,V4,,,4271,V1,V2
835,0,9,1,V1,2,V2,9,V4,1549,4,V1,V1,yes,3912,V3,1,V2,F,V2,V2,35,T,0,V2,1,V0,24645,V2,,,1549,V1,V3
836,1,30,1,V2,4,V1,30,V4,6350,4,V3,V1,yes,4045,V3,1,V1,F,V2,V5,31,T,0,V2,1,V2,11291,V2,,,6350,V1,V3
837,0,23,1,V2,1,V2,23,V0,1200,4,V3,V1,yes,5869,V3,1,V2,F,V2,V2,26,T,0,V2,1,V0,76046,V2,,,1200,V1,V3
838,0,30,1,V1,4,V2,30,V4,2180,4,V3,V1,yes,5936,V3,1,V2,F,V4,V5,35,T,0,V2,2,V0,46882,V4,,,2180,V1,V3
839,0,24,2,V2,4,V4,24,V0,7392,1,V2,V1,yes,4696,V3,1,V4,F,V2,V3,42,T,0,V2,1,V0,38453,V2,,,7392,V1,V3
840,1,9,1,V4,2,V4,9,V0,1478,4,V3,V1,yes,6218,V3,1,V4,F,V2,V4,22,T,0,V2,1,V3,6631,V2,,,1478,V1,V3
841,1,48,1,V4,4,V1,48,V0,7684,2,V3,V3,yes,4170,V3,1,V1,F,V1,V4,37,T,0,V1,1,V9,46406,V1,,,7684,V1,V2
842,0,35,1,V1,4,V4,35,V0,4454,4,V3,V1,yes,4828,V3,1,V4,F,V3,V3,34,T,0,V2,2,V3,32527,V3,,,4454,V1,V2
843,0,13,1,V3,4,V1,13,V0,3972,1,V3,V1,yes,4514,V3,1,V1,F,V2,V1,22,T,0,V3,1,V0,2166,V2,,,3972,V1,V3
844,0,15,1,V2,4,V3,15,V0,391,4,V3,V1,yes,5030,V3,1,V3,F,V2,V2,23,T,0,V1,1,V6,56153,V2,,,391,V2,V2
845,0,11,1,V4,2,V4,11,V0,1261,3,V3,V1,yes,5175,V3,1,V4,F,V2,V3,24,T,0,V2,1,V3,6686,V2,,,1261,V1,V3
846,0,27,1,V4,2,V4,27,V0,2743,4,V3,V1,yes,4455,V3,1,V4,F,V4,V5,29,T,0,V2,2,V3,56000,V4,,,2743,V1,V3
847,0,6,1,V4,2,V4,6,V2,2977,1,V3,V1,yes,3825,V3,1,V4,F,V2,V3,32,T,0,V2,1,V2,28010,V2,,,2977,V2,V3
848,0,18,1,V4,2,V4,18,V0,1800,4,V3,V1,yes,4466,V3,1,V4,F,V4,V3,24,T,0,V2,2,V3,107550,V4,,,1800,V1,V3
849,0,35,1,V4,4,V2,35,V0,2323,4,V3,V1,yes,5246,V3,1,V2,F,V2,V4,23,T,0,V1,1,V3,44456,V2,,,2323,V1,V3
850,1,8,1,V4,3,V1,8,V0,654,4,V2,V1,yes,4980,V3,1,V1,F,V2,V3,28,T,0,V2,1,V0,17333,V2,,,654,V1,V3
851,1,11,2,V4,4,V1,11,V0,683,4,V2,V1,yes,5161,V3,1,V1,F,V2,V3,40,T,0,V1,1,V6,38655,V2,,,683,V1,V3
852,0,35,2,V2,2,V4,35,V0,5841,2,V3,V1,yes,5912,V3,1,V4,F,V4,V5,35,T,0,V2,2,V1,43439,V4,,,5841,V2,V3
853,0,23,1,V4,2,V4,23,V3,2578,2,V3,V1,yes,5108,V3,1,V4,F,V4,V5,34,T,0,V2,1,V3,19066,V4,,,2578,V1,V3
854,0,5,2,V2,4,V4,5,V4,1238,4,V4,V1,yes,4087,V3,1,V4,F,V2,V1,36,T,0,V2,1,V8,9786,V2,,,1238,V2,V3
855,0,8,1,V1,3,V2,8,V0,458,4,V3,V1,yes,5438,V3,1,V2,F,V2,V3,23,T,0,V2,1,V3,14637,V2,,,458,V1,V3
856,0,17,1,V4,2,V2,17,V1,5866,2,V3,V1,yes,5103,V3,1,V2,F,V2,V3,30,T,0,V2,2,V0,34977,V2,,,5866,V2,V3
857,0,14,1,V4,4,V4,14,V1,3811,1,V3,V1,yes,3933,V3,1,V4,F,V2,V2,22,T,0,V2,1,V1,55070,V2,,,3811,V2,V2
858,1,23,1,V2,4,V2,23,V0,2718,3,V2,V1,yes,5395,V3,1,V2,F,V2,V3,19,T,0,V1,1,V0,78061,V2,,,2718,V2,V2
859,0,36,1,V4,2,V2,36,V4,3710,2,V3,V1,yes,4289,V3,1,V2,F,V2,V3,26,T,0,V2,1,V6,20602,V2,,,3710,V1,V4
860,1,28,1,V4,2,V1,28,V0,4005,3,V2,V1,yes,5812,V3,1,V1,F,V2,V3,44,T,0,V2,1,V0,70418,V2,,,4005,V1,V3
861,1,18,1,V1,2,V2,18,V0,1927,2,V2,V1,yes,3711,V3,1,V2,F,V4,V2,30,T,0,V2,2,V2,12126,V4,,,1927,V1,V3
862,0,11,1,V1,4,V4,11,V2,1162,4,V3,V1,yes,5924,V3,1,V4,F,V4,V3,43,T,0,V2,1,V0,29449,V4,,,1162,V2,V3
863,0,21,1,V2,4,V1,21,V0,2606,4,V4,V1,yes,5973,V3,1,V1,F,V2,V2,27,T,0,V1,1,V3,6154,V2,,,2606,V2,V2
864,0,11,1,V3,4,V4,11,V0,2747,2,V2,V1,yes,4903,V1,1,V4,F,V4,V5,57,T,0,V3,3,V6,17892,V4,,,2747,V1,V2
865,0,24,1,V3,4,V2,24,V4,2759,4,V3,V1,yes,4573,V1,1,V2,F,V2,V5,35,T,0,V3,1,V1,26679,V2,,,2759,V2,V3
866,0,12,1,V2,2,V4,12,V3,1591,3,V3,V1,no,4641,V3,1,V4,F,V4,V4,35,T,0,V2,1,V2,28929,V4,,,1591,V1,V2
867,0,9,2,V1,2,V2,9,V0,2117,2,V2,V1,yes,3342,V3,1,V2,F,V2,V3,36,T,0,V2,1,V3,105526,V2,,,2117,V1,V3
868,0,12,2,V2,3,V1,12,V0,707,2,V2,V3,yes,4622,V3,1,V1,F,V2,V3,37,T,0,V2,1,V2,27396,V2,,,707,V1,V3
869,0,11,2,V1,3,V4,11,V0,2096,2,V2,V1,yes,5822,V3,1,V4,F,V4,V4,49,T,0,V2,1,V6,65636,V4,,,2096,V1,V3
870,0,30,1,V2,4,V1,30,V0,3857,4,V4,V1,yes,4528,V3,1,V1,F,V2,V3,40,T,0,V2,1,V1,29505,V2,,,3857,V2,V1
871,0,17,1,V2,4,V2,17,V0,3611,3,V3,V1,yes,3313,V3,1,V2,F,V4,V5,36,T,0,V2,1,V2,64273,V4,,,3611,V2,V2
872,0,9,1,V1,4,V1,9,V0,2314,3,V2,V1,yes,5488,V3,1,V1,F,V2,V5,51,T,0,V2,1,V3,46203,V2,,,2314,V1,V3
873,1,11,1,V2,3,V1,11,V0,691,4,V3,V1,yes,4417,V3,1,V1,F,V4,V5,34,T,0,V2,2,V0,73354,V4,,,691,V1,V3
874,1,29,1,V1,4,V3,29,V0,1908,4,V4,V1,yes,4096,V3,1,V3,F,V3,V5,65,T,0,V2,1,V9,27591,V3,,,1908,V2,V3
875,0,17,1,V4,2,V1,17,V3,2659,4,V3,V1,yes,6507,V3,1,V1,F,V2,V3,27,T,0,V2,1,V2,1993,V2,,,2659,V1,V3
876,0,9,1,V1,1,V4,9,V0,1224,3,V3,V1,yes,5863,V3,1,V4,F,V4,V3,30,T,0,V2,2,V0,65459,V4,,,1224,V1,V3
877,1,35,1,V4,4,V4,35,V4,7980,4,V3,V1,yes,7242,V3,1,V4,F,V3,V2,26,T,0,V1,2,V9,93177,V3,,,7980,V2,V3
878,0,12,1,V1,4,V4,12,V0,1503,4,V3,V1,yes,4838,V3,1,V4,F,V3,V3,41,T,0,V1,1,V1,31606,V3,,,1503,V1,V4
879,0,35,2,V3,4,V1,35,V0,3249,2,V4,V1,yes,4131,V1,1,V1,F,V2,V4,38,T,0,V3,1,V0,17261,V2,,,3249,V2,V3
880,0,11,1,V1,2,V4,11,V1,2073,4,V3,V2,yes,6091,V3,1,V4,F,V2,V3,28,T,0,V2,1,V3,14671,V2,,,2073,V1,V2
881,0,24,,V2,4,V4,24,V0,3972,2,V3,V1,yes,5017,V3,1,V4,F,V2,V4,25,T,0,V1,1,V2,50453,V2,,,3972,V2,V2
882,1,8,1,V4,2,V2,8,V0,1669,4,V3,V1,yes,3494,V3,1,V2,F,V2,,21,T,0,V2,1,V3,21686,V2,,,1669,V2,V2
883,0,7,1,V1,4,V1,7,V0,3397,1,V2,V1,no,4473,V3,1,V1,F,V4,V4,39,T,0,V2,2,V0,52355,V4,,,3397,V1,V3
884,1,,1,V2,4,V1,13,V0,8977,1,V4,V1,no,5487,V3,1,V1,F,V2,V5,45,T,0,V2,1,V0,22736,V2,,,8977,V2,V1
885,0,9,1,V2,2,V4,9,V4,1286,4,V2,V2,no,4432,V3,1,V4,F,V2,V5,45,T,0,V2,1,V0,47715,V2,,,1286,V1,V3
886,0,27,2,V1,2,V4,27,V3,4525,4,V2,V1,yes,6088,V2,1,V4,F,V4,V2,31,T,0,V2,2,V2,38390,V4,,,4525,V2,V3
887,0,14,1,V4,2,V4,14,V0,4657,3,V3,V1,yes,5837,V3,1,V4,F,V2,,30,T,0,V2,1,V1,20467,V2,,,4657,V2,V3
888,1,18,1,V1,4,V1,18,V0,2123,4,V3,V1,yes,6169,V3,1,V1,F,V4,V3,24,T,0,V1,2,V2,24202,V4,,,2123,V1,V2
889,1,21,1,V2,1,V1,21,V0,3414,2,V3,V1,yes,5510,V3,1,V1,F,V3,V2,25,T,0,V2,2,V6,14520,V3,,,3414,V1,V3
890,0,6,1,V1,2,V4,6,V1,1743,1,V2,V1,yes,3993,V3,1,V4,F,V3,V3,34,T,0,V2,2,V9,53795,V3,,,1743,V1,V3
891,0,8,2,V3,4,V1,8,V0,1164,3,V4,V1,yes,6557,V1,1,V1,F,V4,V5,50,T,0,V3,2,V10,7966,V4,,,1164,V2,V3
892,0,12,1,V3,4,V1,12,V0,2578,3,V4,V1,yes,3861,V3,1,V1,F,V2,V1,54,T,0,V3,1,V2,25966,V2,,,2578,V1,V2
893,1,18,2,V3,4,V4,18,V0,6458,2,V4,V1,yes,5879,V1,1,V4,F,V1,V5,39,T,0,V2,2,V0,24201,V1,,,6458,V2,V3
894,0,12,1,V1,4,V4,12,V0,1935,4,V3,V1,yes,3680,V3,1,V4,F,V4,V5,43,T,0,V2,3,V2,50684,V4,,,1935,V2,V3
895,0,17,1,V1,2,V2,17,V0,1301,4,V2,V3,yes,4112,V3,1,V2,F,V2,V5,31,T,0,V2,1,V3,3619,V2,,,1301,V1,V4
896,0,12,1,V2,4,V1,12,V4,1262,2,V2,V1,yes,6051,V3,1,V1,F,V2,V5,48,T,0,V2,1,V2,48820,V2,,,1262,V2,V1
897,0,23,1,V2,4,V4,23,V2,2835,3,V3,V1,yes,5142,V3,1,V4,F,V2,V5,52,T,0,V2,1,V2,49974,V2,,,2835,V1,V3
898,1,15,1,V1,3,V3,15,V0,2327,2,V2,V1,yes,5217,V3,1,V3,F,V2,V2,24,T,0,V2,1,V3,13932,V2,,,2327,V1,V2
899,0,18,1,V1,3,V4,18,V0,1028,4,V3,V1,yes,5307,V3,1,V4,F,V4,V3,36,T,0,V2,2,V0,20684,V4,,,1028,V1,V2
900,1,18,1,V1,3,V2,18,V4,1924,4,V3,V1,yes,4529,V3,1,V2,F,V2,V2,27,T,0,V1,1,V2,53647,V2,,,1924,V1,V2
901,0,14,2,V4,4,V1,14,V0,1478,4,V3,V1,yes,4607,V3,1,V1,F,V4,V5,44,T,0,V2,2,V2,40699,V4,,,1478,V2,V3
902,0,47,1,V3,4,V2,47,V1,7581,2,V4,V1,yes,5643,V3,1,V2,F,V3,V1,30,T,0,V3,1,V10,32765,V3,,,7581,V2,V3
903,0,11,1,V2,4,V4,11,V4,5801,2,V3,V1,yes,4314,V3,1,V4,F,V4,V5,48,T,0,V1,1,V2,54342,V4,,,5801,V2,V3
904,0,5,1,V3,2,V4,5,V0,1537,1,V3,V1,yes,4239,V3,1,V4,F,V2,V2,56,T,0,V2,1,V6,55766,V2,,,1537,V1,V2
905,0,17,1,V4,4,V2,17,V0,3872,2,V3,V1,yes,5114,V3,1,V2,F,V2,V1,67,T,0,V2,1,V5,32407,V2,,,3872,V2,V2
906,0,12,1,V4,1,V2,12,V0,1566,1,V3,V1,yes,5079,V3,1,V2,F,V2,V3,21,T,0,V2,1,V3,44092,V2,,,1566,V2,V2
907,0,12,1,V1,4,V3,12,V0,1297,3,V3,V1,yes,5080,V3,1,V3,F,V2,V3,23,T,0,V1,1,V3,23686,V2,,,1297,V1,V4
908,0,12,1,V2,4,V1,12,V0,652,4,V3,V1,yes,5505,V3,1,V1,F,V2,V5,23,T,0,V1,1,V2,21824,V2,,,652,V1,V2
909,0,9,1,V1,4,V4,9,V0,1235,1,V3,V1,yes,4688,V3,1,V4,F,V2,V2,22,T,0,V1,1,V4,19322,V2,3,,1235,V2,V2
910,0,36,1,V4,2,V4,36,V0,9566,2,V3,V1,yes,4414,V2,1,V4,F,V4,V3,30,T,0,V2,2,V3,33336,V4,,,9566,V1,V2
911,0,18,1,V2,1,V3,18,V0,3049,1,V2,V1,yes,4258,V2,1,V3,F,V2,V2,45,T,0,V2,1,V2,15674,V2,,,3049,V1,V2
912,1,24,1,V1,2,V2,24,V0,1246,4,V2,V1,yes,4838,V2,1,V2,F,V2,V2,23,T,0,V2,1,V0,68678,V2,,,1246,V1,V3
913,0,23,1,V4,2,V2,23,V1,3878,4,V3,V1,yes,3534,V3,1,V2,F,V4,V2,36,T,0,V2,1,V0,37698,V4,,,3878,V2,V1
914,0,30,1,V4,4,V1,30,V1,6187,1,V3,V1,yes,4607,V3,1,V1,F,V4,V4,23,T,0,V1,2,V1,24069,V4,,,6187,V1,V4
915,0,5,1,V2,1,V3,5,V0,683,2,V3,V1,yes,5235,V1,1,V3,F,V3,V2,29,T,0,V2,1,V3,102823,V3,,,683,V1,V2
916,1,47,1,V3,4,V2,47,V0,6224,4,V3,V1,yes,5340,V3,1,V2,F,V3,V5,49,T,0,V3,1,V6,71311,V3,,,6224,V1,V3
917,0,14,1,V2,3,V4,14,V2,1262,4,V3,V1,yes,5933,V3,1,V4,F,V2,V4,35,T,0,V2,2,V4,20736,V2,,,1262,V2,V3
918,0,8,1,V1,1,V2,8,V0,1391,2,V3,V1,yes,5973,V1,1,V2,F,V2,V3,27,T,0,V2,1,V9,26042,V2,,,1391,V2,V4
919,0,24,1,V1,2,V4,24,V0,1249,4,V3,V1,yes,4129,V3,1,V4,F,V2,V2,27,T,0,V2,1,V0,4230,V2,,,1249,V1,V4
920,0,18,1,V1,3,V4,18,V3,1149,4,V3,V1,yes,5122,V3,1,V4,F,V4,V3,45,T,0,V2,2,V3,51466,V4,,,1149,V1,V3
921,1,23,1,V4,2,V1,23,V0,1659,4,V2,V1,yes,5464,V3,1,V1,F,V3,V2,28,T,0,V1,1,V3,3847,V3,,,1659,V2,V2
922,0,12,1,V1,2,V1,12,V0,1656,2,V3,V1,yes,6024,V3,1,V1,F,V2,V3,27,T,0,V2,1,V2,52379,V2,,,1656,V1,V3
923,1,48,1,V4,3,V2,48,V0,5095,2,V4,V1,yes,4320,V3,1,V2,F,V4,V3,30,T,0,V2,1,V2,22270,V4,,,5095,V2,V2
924,0,42,1,V1,4,V4,42,V2,4042,4,V3,V1,yes,4102,V3,1,V4,F,V4,V3,35,T,0,V2,2,V2,15137,V4,,,4042,V2,V3
925,1,12,2,V4,4,V2,12,V0,888,4,V2,V1,yes,4079,V1,1,V2,F,V2,V5,40,T,0,V2,1,V0,152628,V2,,,888,V1,V3
926,1,17,1,V1,2,V1,17,V0,3189,2,V3,V1,yes,5718,V3,1,V1,F,V2,V3,23,T,0,V2,1,V3,30468,V2,,,3189,V1,V2
927,0,5,1,V4,2,V4,5,V2,2080,1,V3,V1,yes,5988,V3,1,V4,F,V4,V3,23,T,0,V2,1,V0,37693,V4,,,2080,V1,V4
928,0,15,1,V2,2,V4,15,V0,3594,1,V2,V1,yes,4384,V3,1,V4,F,V3,V2,46,T,0,V2,2,V1,28403,V3,,,3594,V1,V2
929,0,11,1,V1,1,V4,11,V0,763,4,V3,V1,yes,3976,V3,1,V4,F,V2,V3,25,T,0,V2,1,V2,19913,V2,,,763,V2,V2
930,1,59,1,V3,4,V2,59,V1,14781,3,V4,V1,yes,5114,V1,1,V2,F,V1,V5,60,T,0,V3,2,V10,5415,V1,,,14781,V2,V2
931,0,9,1,V3,4,V4,9,V2,2507,2,V2,V1,yes,3793,V3,1,V4,F,V2,V5,51,T,0,V3,1,V0,26942,V2,,,2507,V1,V3
932,0,12,1,V1,2,V4,12,V0,776,4,V3,V1,yes,3714,V3,1,V4,F,V2,V3,28,T,0,V2,1,V3,117330,V2,,,776,V1,V4
933,0,23,2,V2,4,V4,23,V4,6842,2,V4,V1,yes,7106,V3,1,V4,F,V4,V3,45,T,0,V2,2,V1,11930,V4,,,6842,V2,V3
934,0,3,2,V1,3,V4,3,V0,600,1,V2,V1,yes,4754,V3,1,V4,F,V2,V2,22,T,0,V1,1,V2,45912,V2,,,600,V1,V2
935,1,59,1,V3,4,V2,59,V0,6287,4,V3,V1,yes,4959,V3,1,V2,F,V2,V3,42,T,0,V3,1,V6,50309,V2,,,6287,V1,V3
936,0,24,1,V3,2,V1,24,V0,6578,4,V4,V1,yes,4295,V3,1,V1,F,V2,V1,28,T,0,V3,1,V1,16947,V2,,,6578,V2,V3
937,0,10,1,V1,4,V4,10,V1,1153,4,V2,V1,yes,5060,V3,1,V4,F,V4,V1,56,T,0,V2,3,V3,68374,V4,,,1153,V1,V2
938,0,48,1,V3,1,V1,48,V0,7475,4,V4,V1,yes,5253,V3,1,V1,F,V2,V4,50,T,0,V3,1,V6,43243,V2,,,7475,V2,V3
939,0,9,1,V1,4,V1,9,V0,1137,4,V2,V1,yes,4594,V3,1,V1,F,V4,V3,24,T,0,V2,2,V3,16705,V4,,,1137,V1,V3
940,0,12,1,V3,4,V1,12,V0,1525,4,V4,V1,yes,5408,V3,1,V1,F,V4,V5,65,T,0,V3,2,V1,45647,V4,,,1525,V1,V3
941,1,18,1,V4,3,V1,18,V0,1216,4,V3,V1,yes,5261,V3,1,V1,F,V2,V2,23,T,0,V1,1,V0,26629,V2,,,1216,V2,V2
942,1,9,1,V2,4,V1,9,V0,1365,3,V3,V1,yes,6078,V3,1,V1,F,V2,V2,21,T,0,V1,1,V3,9776,V2,,,1365,V1,V2
943,1,5,1,V2,1,V2,5,V1,931,1,V2,V1,yes,5242,V2,1,V2,F,V1,V2,31,T,0,V2,1,V0,9700,V1,,,931,V1,V2
944,1,24,1,V1,4,V1,24,V0,3234,4,V2,V1,yes,4720,V3,1,V1,F,V2,V2,22,T,0,V1,1,V2,11933,V2,,,3234,V2,V2
945,0,20,1,V4,3,V1,20,V0,1601,4,V3,V1,yes,4940,V3,1,V1,F,V4,V5,29,T,0,V2,2,V0,38599,V4,,,1601,V2,V4
946,0,23,1,V1,4,V1,23,V4,2811,2,V3,V1,yes,4044,V3,1,V1,F,V2,V5,26,T,0,V1,1,V1,16127,V2,,,2811,V1,V2
947,0,23,1,V1,2,V4,23,V0,4526,3,V4,V1,yes,4052,V3,1,V4,F,V4,V3,74,T,0,V2,1,V9,33231,V4,,,4526,V2,V3
948,0,20,1,V4,2,V2,20,V3,2744,3,V3,V1,yes,2951,V3,1,V2,F,V4,V4,32,T,0,V2,2,V2,64491,V4,,,2744,V2,V3
949,0,36,1,V1,4,V4,36,V4,3835,2,V2,V1,yes,6969,V3,1,V4,F,V2,V5,44,T,0,V2,1,V3,31289,V2,,,3835,V2,V2
950,1,29,1,V4,2,V2,29,V0,4248,4,V4,V1,yes,4928,V3,1,V2,F,V4,V1,28,T,0,V2,2,V0,83910,V4,,,4248,V1,V4
951,1,30,1,V1,1,V4,30,V4,7485,4,V4,V1,yes,4556,V1,1,V4,F,V1,V1,52,T,0,V2,1,V1,20903,V1,,,7485,V2,V2
952,1,23,1,V1,4,V2,23,V0,4240,1,V2,V1,yes,5432,V3,1,V2,F,V5,V3,36,T,0,V2,3,V9,170539,V5,,,4240,V2,V3
953,0,15,1,V4,2,V4,15,V4,1978,4,V3,V1,yes,4461,V3,1,V4,F,V2,V5,34,T,0,V2,1,V3,35051,V2,,,1978,V1,V3
954,0,12,1,V1,1,V2,12,V0,3572,1,V2,V1,yes,5310,V3,1,V2,F,V4,V3,22,T,0,V2,1,V3,82472,V4,,,3572,V1,V2
955,0,12,1,V1,4,V2,12,V0,1091,4,V3,V3,yes,4359,V3,1,V2,F,V2,V3,49,T,0,V2,2,V3,33688,V2,,,1091,V2,V2
956,1,11,1,V2,1,V1,11,V1,673,4,V3,V1,yes,4987,V3,1,V1,F,V2,V4,19,T,0,V2,1,V3,36281,V2,,,673,V1,V4
957,1,24,2,V1,2,V3,24,V4,1343,4,V2,V1,yes,4465,V1,1,V3,F,V4,V4,37,T,0,V2,2,V0,32762,V4,,,1343,V1,V3
958,0,17,1,V4,4,V4,17,V0,6069,3,V3,V1,yes,4578,V3,1,V4,F,V4,V5,32,T,0,V2,2,V3,32357,V4,,,6069,V2,V3
959,1,36,1,V3,1,V2,36,V0,2383,4,V2,V1,yes,3719,V3,1,V2,F,V2,V2,32,T,0,V1,1,V5,46015,V2,,,2383,V1,V3
960,0,39,1,V4,4,V4,39,V2,2568,4,V3,V1,yes,4841,V3,1,V4,F,V2,V3,24,T,0,V2,1,V1,12589,V2,,,2568,V1,V3
961,0,11,1,V1,3,V3,11,V3,408,3,V3,V1,yes,5630,V3,1,V3,F,V1,V3,41,T,0,V1,2,V3,108900,V1,,,408,V1,V2
962,0,11,1,V4,2,V2,11,V0,6077,2,V3,V1,yes,5376,V3,1,V2,F,V2,V4,31,T,0,V2,1,V0,21369,V2,,,6077,V1,V3
963,1,24,1,V4,4,V2,24,V0,11559,1,V4,V1,yes,4335,V3,1,V2,F,V2,V3,23,T,0,V1,2,V1,37087,V2,,,11559,V1,V2
964,0,23,1,V2,2,V4,23,V0,2028,2,V2,V1,yes,5506,V3,1,V4,F,V4,V4,29,T,0,V2,2,V2,7930,V4,,,2028,V1,V3
965,0,30,1,V1,2,V1,30,V0,4582,2,V3,V3,yes,3403,V3,1,V1,F,V5,V3,31,T,0,V2,2,V2,15347,V5,,,4582,V1,V1
966,0,10,2,V3,2,V4,10,V2,1597,3,V2,V1,no,5098,V3,1,V4,F,V2,V3,40,T,0,V1,1,V0,4466,V2,,,1597,V1,V3
967,0,5,2,V3,4,V4,5,V1,1345,2,V3,V1,yes,4636,V1,1,V4,F,V2,V5,42,T,0,V3,1,V3,36832,V2,1,,1345,V2,V3
968,0,23,1,V4,4,V1,23,V0,3631,1,V3,V3,no,5155,V1,1,V1,F,V1,V3,22,T,0,V1,1,V1,32891,V1,,,3631,V1,V2
969,1,9,2,V3,4,V2,9,V0,5128,2,V4,V1,yes,4189,V1,1,V2,F,V1,V5,73,T,0,V3,1,V1,16453,V1,,,5128,V2,V2
970,0,5,1,V2,1,V4,5,V1,1237,1,V3,V1,yes,5685,V3,1,V4,F,V4,V3,27,T,0,V2,2,V3,76574,V4,,,1237,V1,V2
971,1,21,1,V4,1,V3,21,V0,2319,2,V3,V1,yes,5122,V3,1,V3,F,V4,V2,33,T,0,V1,1,V6,43844,V4,,,2319,V1,V1
972,1,35,1,V4,4,V2,35,V1,8085,2,V4,V1,yes,4670,V3,1,V2,F,V3,V5,41,T,0,V2,4,V0,44454,V3,,,8085,V2,V3
973,0,23,1,V1,2,V4,23,V3,5804,4,V3,V1,yes,4118,V3,1,V4,F,V4,V3,26,T,0,V2,2,V1,22343,V4,,,5804,V1,V3
974,1,12,1,V4,3,V1,12,V0,1371,2,V3,V1,yes,2800,V3,1,V1,F,V2,V4,35,T,0,V2,1,V0,36587,V2,,,1371,V1,V1
975,1,35,1,V4,4,V2,35,V0,9398,1,V4,V1,yes,5684,V3,1,V2,F,V2,V2,28,T,0,V1,1,V1,41233,V2,,,9398,V2,V4
976,1,23,1,V4,4,V4,23,V1,3620,2,V3,V1,yes,4588,V3,1,V4,F,V2,V5,31,T,0,V2,2,V3,27292,V2,,,3620,V1,V3
977,0,30,1,V2,4,V3,30,V4,3655,4,V2,V1,yes,6691,V2,1,V3,F,V4,V5,48,T,0,V2,2,V3,114776,V4,,,3655,V1,V3
978,0,23,1,V4,3,V2,23,V1,3512,2,V3,V1,yes,6022,V1,1,V2,F,V2,V4,37,T,0,V2,2,V0,25660,V2,,,3512,V2,V3
979,0,8,2,V1,4,V1,8,V1,1288,3,V3,V3,no,6659,V3,1,V1,F,V4,V5,47,T,0,V2,2,V5,38365,V4,,,1288,V1,V3
980,1,20,1,V2,4,V4,20,V4,5003,1,V3,V1,yes,4647,V1,1,V4,F,V5,V3,29,T,0,V2,2,V0,24738,V5,,,5003,V2,V2
981,0,16,1,V4,3,V2,16,V0,1174,2,V1,V1,yes,6535,V3,1,V2,F,V4,V1,67,T,0,V3,3,V0,56367,V4,,,1174,V2,V3
